id,name,marked_complete,stored_blocks,positive_blocks,observed_min,crossings,database
1533,14ah_02699,1,134,132,0.23280645576539516,14,knot_research_14.db
1534,14nh_10751,1,116,115,0.03867628118391003,14,knot_research_14.db
1535,14nh_20318,1,123,122,0.19897111679953855,14,knot_research_14.db
1536,14nh_06364,1,131,130,0.07398141766887836,14,knot_research_14.db
1537,14nh_19348,1,123,122,0.2315627585686769,14,knot_research_14.db
1538,14nh_16073,1,131,130,0.17343554275473214,14,knot_research_14.db
1539,14nh_04879,1,130,130,0.08712544006412111,14,knot_research_14.db
1540,14nh_27260,1,126,125,0.1761927128247928,14,knot_research_14.db
1541,14ah_00839,0,56,55,0.17914335467125567,14,knot_research_14.db
1542,14nh_13459,1,120,118,0.024396650840298437,14,knot_research_14.db
1543,14ah_14879,1,126,124,0.2085654089639894,14,knot_research_14.db
1544,14nh_24433,1,126,125,0.14270184610440753,14,knot_research_14.db
1545,14ah_15477,1,127,125,0.24522509730084197,14,knot_research_14.db
1546,14nh_03865,1,136,135,0.10498792251400121,14,knot_research_14.db
1547,14ah_02868,1,138,136,0.21627057553028037,14,knot_research_14.db
1548,14nh_19864,1,122,121,0.01650951907633969,14,knot_research_14.db
1549,14nh_08394,1,119,118,0.0071249814436097104,14,knot_research_14.db
1550,14ah_12246,1,131,129,0.26661504914105644,14,knot_research_14.db
1551,14nh_14340,1,127,126,0.18712699922305354,14,knot_research_14.db
1552,14ah_16828,1,123,121,0.34052632967480434,14,knot_research_14.db
1553,14ah_06507,1,137,135,0.1661812742731472,14,knot_research_14.db
1554,14ah_15392,1,131,129,0.25832139838223134,14,knot_research_14.db
1555,14nh_26814,1,130,129,0.18062846126520765,14,knot_research_14.db
1556,14ah_14612,1,135,133,0.22571027872084942,14,knot_research_14.db
1557,14nh_05662,1,119,119,0.1026332767196588,14,knot_research_14.db
1558,14nh_09583,1,126,125,0.14145308538933768,14,knot_research_14.db
1559,14nh_25073,1,131,130,0.24404966267876035,14,knot_research_14.db
1560,14nh_25275,1,126,125,0.1149882203009534,14,knot_research_14.db
1561,14nh_26924,1,126,125,0.17831221504303135,14,knot_research_14.db
1619,14ah_17001,1,128,126,0.3105939435984106,14,knot_research_14.db
1627,14nh_12948,1,140,139,0.23615181601842564,14,knot_research_14.db
1630,14ah_00698,1,143,141,0.13463823332542393,14,knot_research_14.db
1643,14ah_07405,1,130,128,0.20992408228043902,14,knot_research_14.db
1648,14nh_26902,1,118,117,0.18258851195787537,14,knot_research_14.db
1651,14nh_20972,1,133,132,0.1110739252803872,14,knot_research_14.db
1662,14nh_08497,1,143,142,0.1550246879302119,14,knot_research_14.db
1663,14ah_07616,1,138,136,0.1949073975808278,14,knot_research_14.db
1667,14ah_06145,1,121,119,0.2921785570093715,14,knot_research_14.db
1674,14nh_27088,1,122,121,0.32783844590121936,14,knot_research_14.db
1678,14nh_21110,1,120,119,0.03355277885412098,14,knot_research_14.db
1690,14nh_08238,1,131,131,0.13129331239073513,14,knot_research_14.db
1693,14ah_03040,1,135,133,0.23511840732155134,14,knot_research_14.db
1699,14ah_05921,1,133,131,0.2293260440062057,14,knot_research_14.db
1703,14ah_07114,1,138,136,0.18181156330529188,14,knot_research_14.db
1708,14nh_10996,1,129,128,0.03471091305525702,14,knot_research_14.db
